Restaurant Cook,"Restaurant cooks prepare, cook and present food and plans menus in restaurants.  ","1. Prepare ingredients for consumption or cooking (e.g. wash, peel, cut and seed fruits and vegetables and cut meat).","2. Check food quality, for example by tasting, smelling, piercing with utensils, etc. ","3. Weigh, measure and mix ingredients according to recipes, personal judgment, using various kitchen utensils and equipment.","4. Regulate the temperature of ovens, grills, roasters and other cooking equipment.","5. Season and cook food according to recipes, personal judgment or experience, using a range of methods (e.g. baking, braising, frying, roasting, broiling and steaming). ",6. Divide food into portions and make sure it is well presented.,7. Pass the dishes on to the waiters or serve to customers. ,8. Plan menus and estimate food requirements and costs.,"9. Monitor, order, receive and store (food) supplies and protect them from going bad.","10. Inspect and clean the kitchen, kitchen equipment, serving areas, etc., to ensure safe and sanitary food-handling practices. ",,
Road paviour,"Road paviours prepare the surface, lay pavements (e.g., roads, paths, sidewalks) and finish the pavement.","1.      Determine, depending on the local soil conditions, the amount of base materials needed and supply the materials.",2. Remove old pavement and/or existing soil and excavate to the proper depth.,3. Bring the surface to the proper height by adding sand. ,"4. Apply edge restraints, gutters, gulleys and drains, and connect these to the sewer.","5. Determine the paver layout pattern and create markings, e.g. for joints and stringlines.","6. Cut paving stones to size, e.g. using a  masonry saw or a grinding machine. ",7. Set pavers with different techniques and tools (e.g. hand and power tools).,8. Tamp the entire paving surface in both directions until the surface is smooth for example using a mechanical plate tamper.,9. Sweep sand into the joints until they are full.,10. Confer with client and/or supervisor after job completion prior to opening to traffic.,,
Roofer ,"Roofers build or repair sloped roofs, using roof tiles, slates, shingles and metal materials to form waterproof surfaces.",1. Prepare drawings and specifications of the roof.,2. Read and interpret drawings and specifications.,3. Inspect materials and equipment.,"4. Take necessary safety measures, for instance using scaffolding and traffic barricades.",5. Remove roof materials such as tiles or slates and demolish (parts of) the roof construction.,6. Repair (parts of) the roof construction.,"7. Prepare the roof for tiling by applying roof insulation, roof rafters, lead etc.","8. Cover roof with tiles, slates or related materials using various techniques.","9. Measure and cut roofing materials to fit, e.g. around vents, chimney edges and the hips and valleys of the roof.","10. Install roof fittings, such as gutters, pipes and roof windows.",11. Conduct periodic maintenance of sloped roofs.,
Sailor,"Sailors stand watch to look for obstructions in path of vessel, measure water depth, turn wheel on bridge, or use emergency equipment as directed by captain, mate or pilot. Break out, rig, overhaul and store cargo-handling gear, stationary rigging and running gear, and perform a variety of maintenance tasks.",1. Stand watch in ship’s bow or bridge to look for obstructions or to locate navigational aids such as buoys and lighthouses.,"2. Alert deck officers when other vessels, navigation marks or hazards are sighted. ",3. Load or unload cargo to and from vessel and secure cargo. ,"4. Steer ship under the direction of commander or navigating officer, following designated courses or direct helmsmen to steer. ","5. Stand by wheel when ship is on automatic pilot, and verify accuracy of course, using magnetic compass. ","6. Handle ropes and wire mooring lines, gangways and ladders when the ship is berthing and unberthing. ",7. Stand gangway watches to prevent unauthorised persons from boarding ship when in port. ,"8. Operate, maintain and repair ship and deck equipment and appliances (e.g. winches, cranes, and derricks, cargo gear, rigging, and lifesaving and fire fighting devices).","9. Remove rust, treat and paint ship's sides and structures and assist in maintaining and repairing ship's engines and mechanical equipment ","10. Overhaul lifeboats and lifeboat gear, lower or raise lifeboats with winches or falls, and man lifeboats in emergencies. ","11. Maintain cleanliness of decks and structures, and clean ship's fresh water, ballast and oil tanks and cargo compartment.",12. Set and strike ship’s flag.
Sales clerk,Sales clerks undertake administration and other office-based duties to support sales activities.,1. Organise contact between sales executives and customers.,2. Maintain records of customers and sales team visits.,3. Prepare estimates and quotations for customers.,4. Draw up tender documents or sales contracts.,"5. Take, progress and monitor orders.",6. Maintain and check records of sales and payments.,7. Reconcile accounts correcting any errors and discrepancies.,"8. Compile reports for management, e.g. using records of sales targets and actual figures.","9. Provide advice and information on products and services when necessary, and handle possible complaints.","10. Perform general office duties, e.g. handle correspondence and answer telephones.",,
Sales representative,"Sales representatives sell goods or services (of the company they represent) to customers, e.g. industry, business and professional establishments, and wholesale or retail outlets.","1. Identify potential customers e.g. by using business directories, following leads from existing clients, participating in organisations and clubs, and attending trade shows and conferences.",2. Contact and visit potential customers.,3. Maintain and develop relationships with existing customers.,"4. Give presentations, demonstrate products and show samples or catalogues.","5. Discuss customer requirements and advise them on the capabilities and limitations of the goods or services being sold, and make recommendations.","6. Quote prices, credit or contracts terms, warranties, delivery dates and other bid specifications, and prepare sales contracts for orders obtained.",7. Negotiate prices and terms of sales and service agreements.,"8. Arrange for delivery and installation of goods and provision of services, if appropriate.",9. Handle customer complaints and resolve any problems.,10. Maintain records of customers and sales.,"11. Stay abreast of advances in product or field, and monitor market conditions and competitors’ activities.","12. Collaborate with colleagues, e.g. to exchange information about selling strategies, sales trends, or to make suggestions about new products or improvements to existing products."
Scanning equipment operator,"Scanning equipment operators take x-rays and computerized axial tomography (cat or ct) scans or administer nonradioactive materials into patient's blood stream for diagnostic purposes. Includes technologists who specialize in other modalities, such as computed tomography, ultrasound, and magnetic resonance.",1. Explain the scanning procedure to patient,2. Position and immobilise the patient,3. Monitor patient’s condition and reactions during the procedure,4. Use radiation safety measures and protection devices to ensure safety,5. Obtain and interpret medical images,6. Correlate findings from medical images with other tests,7. Recommend further examinations or treatments,8. Maintain records for doctors for further diagnosis,9. Cooperate with referring physician,10. Keep equipment and instruments in good condition and make all necessary preparations before scanning the patient e.g. By preparing the contrast fluids,"11. Handle and dispose of hazardous, infected or chemical substances and materials",
"Seaman, military operations crew member","Seamen, military operations crew members provide collective defence measures to protect their country’s waters and other interests. They are employed by the Navy.",1. Train and exercise using various military equipment and tactics.,"2. Operate and maintain the ship’s weapons, electronic systems and sensors.",3. Operate the ship’s communication systems.,"4. Stand watch for security, navigation or communications.",5. Operate and maintain on-deck equipment and ship rigging.,"6. Operate hoists, cranes and winches to load cargo or set gangplanks.",7. Handle lines to secure vessels to wharves or other ships.,8. Attend fire fighting and damage control exercises.,9. Attend crews painting and maintaining decks and sides of ships.,10. Engage in peacekeeping operations and enforce ceasefire agreements.,"11. Provide aid in emergency situations, such as civil disorder, natural disasters and major accidents.",
Secondary education teacher,"Secondary education teachers instruct students in secondary public or private schools in one or more subjects at the secondary level, such as English, mathematics, or social studies.","1. Prepare outlines for courses, including schedule and content of lectures, demonstrations, discussion groups, sessions and seminars.","2. Prepare course materials, such as syllabi, assignments, hand outs and exams. ","3. Prepare class meetings (e.g. lectures, demonstrations, seminars, laboratory sessions). ",4. Teach classes using different teaching methods.,5. Maintain discipline and good working habits in the classroom.,"6. Evaluate and grade students’ work, such as exams, assignments and papers.",7. Evaluate and report on student’ performance and behaviour.,"8. Keep abreast of developments in their field, e.g. by reading current literature, talking with colleagues and participating in professional conferences.","9. Participate in staff meetings and other sessions, and confer with other teachers concerning educational issues.",10. Participate in activities in partnership with parents and the school community.,"11. Evaluate and, if necessary, revise curricula, course content, course materials, methods of instruction, etc.",
Secondary school principal,Secondary school principals manage academic and administrative tasks required to run a private or public school including teaching,1. Establish and implement policies and procedures to carry out the mission statements.,2. Set educational goals and standards.,"3. Manage and coordinate the educational, administrative and financial affairs of a school.","4. Supervise staff, including managers, support staff, teachers, counsellors, librarians, etc.",5. Enforce discipline within the school.,"6. Evaluate teachers’ work, e.g. by visiting classrooms, observing teaching methods, reviewing instructional objectives and examining learning materials.",7. Manage staff recruitment and training.,8. Supervise the maintenance of school facilities.,"9. Prepare reports on various subjects, including attendance, activity, planning or personnel records.","10. Represent the school at meetings, e.g. meetings in the community.","11. Promote the school, for example through publicity and contacts with other organisations.",
Secretary (general),"Secretaries (general) perform routine clerical and administrative functions such as drafting correspondence, scheduling appointments, organising and maintaining paper and electronic files or providing information to callers and visitors.","1. Answer, screen and direct telephone calls, take messages and handle enquiries and requests.",2. Greet visitors and direct them to the appropriate persons.,"3. Open, sort and distribute incoming correspondence, including faxes and email, and prepare responses to correspondence containing routine enquiries.","4. Produce correspondence, memos, reports, presentations and other documents from drafts, handwritten copies, machine dictation, etc., e.g. using computers with a variety of software packages.","5. File and retrieve documents, correspondence, records and reports, and set up filing systems. ",6. Make appointments and keep diaries.,"7. Organise travel arrangements, business itineraries, conferences and social functions.","8. Prepare agendas and make arrangements for meetings, attend meetings and take minutes.",9. Order and maintain office supplies.,"10. Keep informed how to use office equipment such as computers, fax machines, photocopiers, printers, scanners and phone systems, and report about non-functioning equipment.","11. Serve refreshments, e.g. to managers and visitors.",
Security Guard,"Security guards guard, patrol or monitor premises to prevent theft, damage, violence or infractions of rules.","1. Patrol industrial, commercial or private premises to prevent and detect signs of intrusion, watch for irregularities and ensure security of doors, windows and gates.","2. Watch and monitor alarm and surveillance systems, such as closed circuit television and computer alarm systems, and communicate with mobile units to attend alarms.",3. Answer alarms and investigate disturbances.,"4. Report incidents, problems or irregularities to the appropriate authority.",5. Monitor and authorise entrance and departure of persons and vehicles to (from) premises. ,6. Operate detecting devices to screen individuals and prevent passage of prohibited articles into restricted areas.,"7. Circulate among crowd, visitors, patrons or employees to preserve order and protect property, stay near persons requiring protection and defend from attack.","8. Detect and report fraud, shoplifting and other unlawful acts, and give evidence in court where necessary.","9. Warn persons of rule infractions or violations, evict violators from premises using force when necessary, and apprehend and detain offenders until police arrive.","10. Call police, fire or medical services in cases of emergency. ","11. Escort or drive motor vehicle to transport individuals, cash or other valuables to specified locations or to provide personal protection.","12. Write reports of daily activities and irregularities such as equipment or property damage, theft, presence of unauthorised persons or unusual occurrences."
Sewer,"Sewers sew, join, reinforce and finish various manufactured items by hand and with sewing machines or equipment.","1. Prepare for sewing, e.g. by folding, twisting, stretching or draping material, and securing articles.",2. Draw and cut patterns according to specifications.,"3. Measure and align the sewing work (e.g. parts, fasteners, trimmers) following seams, edges or markings on parts. ","4. Sew materials (e.g. to reinforce existing sewing, assemble pieces or a whole product) using different sewing techniques such as felling, tacking, embroidery, etc.","5. Smooth seams, e.g. using heated irons, flat bones or rubbing sticks.","6. Trim excess threads or edges of parts, e.g. using scissors or knives.","7. Sew buttonholes and attach buttons, zippers, pockets, collars, trimmings, etc.",8. Examine sections of finished articles for defects.,9. Carry out basic maintenance of sewing tools and machines.,,,
Sheet metal worker,"Sheet metal workers fabricate, assemble, install and repair sheet metal products and equipment. ","1. Determine project requirements (e.g. assembly sequences, required methods, materials) from e.g. blueprints, drawings and written or verbal instructions.","2. Select materials, tools and equipment (e.g. gauges, types of sheet metal or non-metallic material) according to product specifications. ",3. Measure the sheet metal parts.,"4. Make the sheet metal the right size and shape by e.g. heat treating, cutting, bending, etc. ","5. Assemble components, e.g. by fastening seams and joints using welds, bolts, cement, rivets, etc.","6. Install assemblies, such as flashing, pipes, tubes, heating and air conditioning ducts, furnace casings, rain gutters and down spouts.",7. Repair sheet metal items.,"8. Fabricate or alter parts of vehicles, planes, building structures etc., e.g. using shears, hammers, punches and drills","9. Finish the work, e.g. by trimming, grinding and smoothing surfaces, seams and joints using hand and power tools. ",,,
Ship mechanic,"Ship mechanics check, repair, adjust and test electrical and mechanical equipment of inboard or outboard ship engines.",1. Start ship engines and check operational readiness by operating main and auxiliary machinery and associated control systems.,"2. Inspect and maintain engines and associated control systems, following specifications, standards, safety regulations, etc. ","3. Conduct operational tests and monitor engine performance for signs of faults (e.g. smoke, excessive vibration), by using testing equipment, measuring instruments, etc.","4. Locate the cause of faults of ship engines by disassembling and inspecting engines, using hand tools or electrical and electronic measuring and testing equipment.","5. Replace, repair or adjust faulty engine parts (e.g. gears, magneto points, piston rings, spark plugs) and reassemble engines. ","6. Replace, repair or adjust other faulty mechanical equipment (e.g. propellers, propeller shafts, steering mechanisms, marine plumbing, power tilts, bilge pumps, power take-offs, etc.).","7. Document relevant information, e.g. maintenance-, test- and repair reports. ","8. Maintain and tend facilities, devices and equipment for fire defence and rescue in cases of distress.  ","9. Assist other workers on the ship (e.g. in loading or unloading the ship, securing cargo, keeping watch, fishing, etc.).  ",,,
"Shoemaker, leather repairer","Shoemakers, leather repairers construct, decorate or repair leather and leather-like products, such as shoes, belts and bags.","1. Confer with customers to obtain relevant information, e.g. their requirements, and to give them advice.","2. Calculate the costs of requested products or services such as custom footwear or footwear repair, and receive payment from customers.","3. Select materials (e.g. leather or fabric), and choose or prepare patterns.","4. Position or outline patterns onto materials, and cut out parts, e.g. using knives, shears, scissors, and machine presses.","5. Treat leather or other materials to obtain desired effects, decorations or shapes, using various techniques such as dyeing, painting, stamping, stitching, staining or punching holes. ","6. Join parts, e.g. by aligning and stitching or glueing materials.","7. Attach insoles to shoe lasts, affix shoe uppers, and apply heels and outsoles.","8. Position and secure linings, and attach accessories, e.g. buckles and eyelets.","9. Finish and clean the product, e.g. trim soles and heels to shape, check the product quality, and polish shoes.","10. Repair footwear and other leather products, e.g. replace worn soles and heels, insoles or accessories (buckles, zips, straps, etc.) and renew stitching.","11. Keep the work area tidy, and clean and maintain tools and machinery.","12. Perform business-related tasks such as marketing, purchasing supplies and equipment, keeping financial records, etc. "
Shop sales assistant,Shop sales assistants sell goods to customers in retail establishments. ,1. Greet customers and ascertain what they require.,"2. Advise customers, e.g. on the location, availability, selection, price, delivery, use and care of merchandise.","3. Tabulate and total sales bills, and receive and process cash or credit payments.",4. Package merchandise for customers and arrange delivery if necessary.,"5. Take special orders for items not currently in stock, and notify customers when the goods have arrived.","6. Handle returns and exchanges, and deal with customer complaints.","7. Price, arrange and display merchandise, and keep the shop tidy and attractive.","8. Perform cash till tasks at the beginning or end of day, e.g. count money, separate charge slips, coupons and vouchers, balance cash drawers, and make deposits to cash office.","9. Watch for and recognise security risks and thefts, and know how to prevent or handle these situations. ","10. Assist with stocktaking, product selection, ordering items and receiving deliveries.",,
"Soldier, military operations crew member","Soldiers, military operations crew members provide collective defence measures to protect their country’s territory and other interests. They are employed by the Army.",1. Train and exercise using various military equipment and tactics.,"2. Take part in military operations, e.g. capture or destroy enemy ground forces and repel enemy attacks.","3. Monitor, operate, service and repair military equipment.","4. Set up camouflage and other protective barriers, and dig trenches and bunkers for protection against attacks.","5. Drive vehicles to transport troops, weapons and supplies.",6. Parachute from troop transport aeroplanes while carrying weapons and supplies.,7. Operate communications and signal equipment.,8. Stand watch and guard military establishments and other buildings.,9. Patrol areas of possible military activity and carry out scouting missions to spot enemy movements and locations.,10. Report to the commanders about performed operations and cases where the rules of military code were broken.,11. Engage in peacekeeping operations and enforce ceasefire agreements.,"12. Provide aid in emergency situations, such as civil disorder, natural disasters and major accidents."
Speech therapist,"Speech therapists assess and treat persons with speech, language, voice, and fluency disorders. May select alternative communication systems and teach their use.","1. Analyse and diagnose the nature and extent of speech, language, fluency, voice and swallowing impairments, by evaluating test results and medical or background information.",2. Develop a plan of care for the client.,"3. Teach clients how to communicate, e.g. by teaching them how to make sounds, improve their voices, or increase their oral or written language skills.","4. Teach clients how to strengthen tongue, jaw, face muscles and breathing mechanisms or how to use compensatory strategies. ","5. Counsel clients’ family members on how to deal with communication disorders (e.g., communication-enhancing techniques, how to recognise and change behaviour, etc.).",6. Monitor clients’ progress and adjust treatments accordingly.,"7. Keep records on the initial evaluation, progress and discharge of clients.","8. Confer with other professionals, e.g. education, medical, dental and other health professionals.",9. Conduct research related to speech and language problems.,10. Design and develop techniques or equipment for diagnosing and treating speech problems.,,
Surgeon,"Surgeons treat diseases, injuries, and deformities by invasive methods, such as manual manipulation or by using instruments and appliances.","1. Analyse patient's medical history, medication allergies, physical condition, and test results to verify the necessity of operation's necessity and to select best procedure","2. Operate on patients to correct deformities, repair injuries, prevent and treat diseases, or improve or restore patient’s' functions",3. Follow established surgical techniques during operation,4. Prescribe preoperative and postoperative treatments and procedures,5. Examine patient to provide information about medical condition and surgical risk,"6. Direct and coordinate activities of nurses, assistants, specialists, residents and other medical staff",7. Provide consultation and surgical assistance to other physicians and surgeons,8. Refer patient to medical specialist or other practitioners when necessary,"9. Examine instruments, equipment, and operating room to ensure sterility",10. Keep records of performed operations and attend lessons’ learnt meetings,,
Surgical footwear maker,"Surgical footwear makers make, modify and repair orthopaedic or therapeutic footwear according to prescriptions or specifications, or modify existing footwear for people with foot problems and special needs.",1. Read and interpret prescriptions or specifications to establish the type of product to be made. ,2. Take measurements of customers’ feet.,"3. Calculate the costs of requested products or services such as custom footwear or footwear repair, and receive payment from customers.","4. Draw patterns, e.g. using measurements, designs, plaster casts or customer specifications.",5. Select materials (e.g. leather or fabric).,"6. Position or outline patterns onto materials, and cut out parts, e.g. using knives, shears, scissors and machine presses.","7. Join parts, e.g. by aligning and stitching or glueing materials.","8. Attach insoles to shoe lasts, affix shoe uppers, and apply heels and outsoles.","9. Prepare inserts, heel pads and lifts from casts of customers' feet.","10. Position and secure inserts and linings, and attach accessories.","11. Finish and clean the product, e.g. trim soles and heels to shape, check the product quality, and polish shoes.","12. Perform business-related tasks such as marketing, purchasing supplies and equipment, keeping financial records, etc."
Swimming instructor,Swimming instructors teach swimming and organise recreational activities to individuals and groups of all ages and abilities in indoor and outdoor swimming pools. ,"1. Initiate, coordinate and hold swimming lessons to individuals and groups using various teaching methods and instructional material.","2. Initiate, coordinate and guide recreational activities at the swimming facility for various groups (e.g. toddlers, pre-school children, elderly, disabled).","3. Establish clear objectives for all lessons and activities, and communicate objectives to the participants.",4. Explain and demonstrate swimming and training techniques to participants.,5. Monitor and evaluate the progress of participants and adjust the teaching programme when necessary. ,6. Supervise swimmers and visitors to ensure their safety. ,"7. Prevent injuries and dangerous situations and take action when they occur, e.g. by providing first aid.","8. Answer the questions of visitors, parents, swimmers, etc., and give information e.g. about facilities, activities, merchandise and participants’ progress. ","9. Check and record the water quality, air and water temperature, etc.","10. Make sure the swimming pool, locker rooms, showers, etc. are clean and tidy.  ",,
Tax inspector,Tax inspector determine tax liability or collect taxes from individuals or business firms according to prescribed laws and regulations.,1. Collect taxes from individuals or businesses according to prescribed laws and regulations.,"2. Maintain knowledge of tax code changes, and of accounting procedures and theory to properly evaluate financial information.","3. Prepare reports on the documents, inspections, exhibits, questionings etc.","4. Confer with taxpayers or their representatives, e.g. to resolve problems with returns and/or to discuss the issues, laws, and regulations involved in returns.","5. Inform the person, company or organizations on the results of control.",6. Send notices to taxpayers when accounts are delinquent.,"7. Notify taxpayers of any overpayment or underpayment, and either issue a refund or request further payment.",8. Conduct independent field audits and investigations of income tax returns to verify information or to amend tax liabilities.,9. Review filed tax returns to determine whether claimed tax credits and deductions are allowed by law.,10. Review selected tax returns to determine the nature and extent of audits to be performed on them.,,
Taxi driver,"Taxi drivers drive a taxicab, van or limousine (company or privately owned) to take passengers and their luggage to the desired destination.","1. Check the vehicle, e.g. lights, brakes and windscreen wipers, to ensure proper operation. ","2. Perform minor repairs and routine vehicle maintenance, e.g. clean, check tyre pressure, petrol, oil and water. ","3. Communicate with the base using radio, telephone or computer systems, e.g. to receive requests for passenger service and to report delays or vehicle problems. ","4. Pick up passengers, e.g. at prearranged locations, at taxi stands, or by cruising streets. ","5. Assist passengers entering and exiting vehicles, and help in lifting luggage.","6. Determine the best route to passenger’s destination, e.g. by using local knowledge or navigation equipment.","7. Drive the vehicle in a comfortable way following safety, traffic, taxi operation regulations, etc.","8. Inform and advise passengers, e.g. of delays or unforeseen circumstances.","9. Keep accurate records, e.g. of driver shifts, trip information (e.g. time and place of pickup and drop-off), fares and expenses.",10. Receive payments for fares and give change. ,"11. Take adequate measures in case of accidents or emergencies, e.g. by notifying appropriate authorities, taking safety measures, etc.",
Telecom equipment intaller,"Telecom equipment installers maintain and repair telecom installations, equipment and instruments. Tracks and repairs malfunctions.","1. Place cable funnels, install cabling and connect them to a switchboard",2. Install communication systems,3.  Inspect equipment on a regular basis in order to ensure proper functioning. ,"4. Test circuits and components of malfunctioning telecommunications equipment to isolate sources of malfunctions, e.g. using test meters, circuit diagrams, polarity probes, and other hand tools.","5. Test repaired, newly installed, or updated equipment to ensure that it functions properly and conforms to specifications, using test equipment and observation.","6. Repair or replace faulty equipment such as defective and damaged telephones, wires, switching system components, and associated equipment.","7. Remove and remake connections in order to change circuit layouts, following work orders or diagrams.","8. Demonstrate equipment to customers and explain how it is to be used, and respond to any inquiries or complaints.","9. Determine equipment repair needs and required repair methods, e.g. by analysing test readings, computer printouts, and/or trouble reports.",10. Adjust or modify equipment to enhance equipment performance or to respond to customer requests.,,
"Tile setter, tile layer","Tile setters, tile layers prepare, conduct and finish tiling work on walls, floors etc.","1. Organise the material and the work area, e.g. gathers and checks the required tools and materials.","2. Check and prepare the surface, e.g. by cleaning, smoothing and/or applying adhesives.","3. Set out a tile distribution, measure and mark the tiling surface. ","4. Mix mortar, glue or other substances in the right consistency, amongst others taking into account the weight and thickness of the tile.","5. Make tiles the right size, e.g. using (electric) cutting tools.","6. Prepare surfaces, e.g. apply mortar on floors and strickle off smoothly.","7. Set or lay tiles straight and evenly on the surface with mortar or glue, press or tap the tile.","8. Finish the tiling work, e.g. finish and dress the joints and clean the work area.","9. Carry out specialised tiling work (e.g. stairs, mosaic, patterns).",10. Conduct repair and renovation work on tiling.,,
Transport clerk,"Transport clerks organise shipping, handling, storage and transportation of goods and provide logistic services. Identify appropriate routes and means of transportation, develop schedules and take care of the formalities.","1. Confer with customers about services, tariffs, specific transport conditions, advisable packaging and organising freight into containers.","2. Calculate costs, and provide offers for storage, insurance etc.. ","3. Identify and plan the most appropriate routes and means of transportation taking into account nature of goods, costs, transit time and security. ","4. Carry out orders, i.e. dispose, arrange and monitor transportation and storage, keep track of shipment through all phases of the journey.","5. Develop work schedules in line with priorities, devise and schedule shipment, record shipment data, such as weight, charges, space availability, and damages and discrepancies, for reporting, accounting and recordkeeping purposes. ",6. Contact carrier representative to make arrangements and to issue instructions for shipping and delivery of goods in accordance with customer requirements. ,"7. Obtain, prepare, issue and check transportation documents to meet customs and insurance requirements, packing specifications, and compliance with overseas countries' regulations and fiscal regimes.","8. Arrange insurance and assist clients in the event of a claim (e.g. damage, loss). ","9. Examine shipment contents and compare with records, such as manifests, invoices or orders, to verify accuracy.",10. Arrange appropriate packing and delivery or warehousing of goods at their final destination.,11. Undertake clerical and administrative work.,
Travel agency clerk,"Travel agency clerks plan and sell transportation and accommodations to travel agency customers. Determine, with the customer, the destination, modes of transportation, travel dates, costs, and accommodation required.","1. Converse with customers to determine destination, mode of transportation, travel dates, financial considerations, and accommodations required.","2. Advise customers on travel options and tour packages, insurances etc. and provide travel information.","3. Calculate costs of travel and accommodation, using calculator, computer, carrier tariff and hotel rate books, or quote package tour prices. ",4. Make bookings (e.g. sell tickets and package tours to customers or book hotels) using computer or telephone.,"5. Print or request transportation carrier tickets, using for example a computer printer system or system link to travel carrier.","6. Collect payment for transportation and accommodation from customers, and maintain records of bookings and payments. ","7. Confirm bookings and notify customers about issues such as luggage limits, insurance, medical, passport, visa and currency requirements, and provide customer with brochures and publications containing travel information. ",8. Assist with changes to travel plans.,9. Deal with complaints. ,"10. Undertake clerical and administrative work, e.g. maintain customer database.","11. Maintain contacts with customers, providers and service companies.","12. Make efforts to meet sales targets by developing and promoting marketing strategies (e.g. special offers, special conditions for frequent travellers and companies, and promotion of particular destinations, tour packages etc.)."
University professor,"University professors teach tertiary students in one or more subject areas and conduct research projects. They may also perform management tasks, e.g. preparing departmental budgets.","1. Plan and prepare university courses (graduate, undergraduate) in collaboration with other staff.","2. Prepare and deliver lectures for university courses (graduate, undergraduate) and supervise other staff in conducting classes.",3. Evaluate and grade graduate and undergraduate students’ work and research.,"4. Read, review and discuss journal articles, books and papers. ","5. Participate in professional conferences, e.g. by delivering lectures, presentations, chairing sessions, etc.. ",6. Initiate scientific research projects and gather funds.,"7. Conduct scientific research in field of specialisation, individually or by participating in a research group.",8. Direct research projects of graduate students and staff. ,9. Publish research findings in scholarly journals or books. ,"10. Perform management tasks, e.g. developing policy and preparing departmental budgets.","11. Provide consultative services to external institutions or organisations, e.g. government or industry. ",
University researcher,"University researchers develop tasks related with the teaching process, and the academic activities related with theoretical and applied research, as well as the diffussion of results","1. Plan and prepare university courses (graduate, undergraduate) in collaboration with other staff.","2. Prepare and deliver lectures for university courses (graduate, undergraduate).",3. Evaluate and grade graduate and undergraduate students’ work and research.,"4. Read, review and discuss journal articles, books and papers. ","5. Participate in professional conferences, e.g. by delivering lectures, presentations, chairing sessions, etc.. ",6. Initiate scientific research projects and gather funds.,"7. Conduct scientific research in field of specialisation, individually or by participating in a research group.",8. Direct research projects of graduate students. ,9. Publish research findings in scholarly journals or books. ,10. Actively contribute to policy development of e.g. the department or research group.,"11. Provide consultative services to external institutions or organisations, e.g. government or industry. ",
Vermin control workers,"Vermin control workers investigate the presence of pests and vermin that are hazardous to public health or cause nuisance, lay traps and baits to eradicate pests, and treat areas of infestation.","1. Inspect premises and study reports (e.g. from the public or property owners) to identify infestation source, pest entrances, extent of damage to property, access to infested locations, etc. ",2. Determine treatment required to eradicate pests and vermin.,"3. Measure area requiring treatment, calculate fumigant requirements, and estimate cost for service. ",4. Post warning signs and lock building doors to secure the area to be fumigated.,"5. Lay traps and baits, and fumigate and disinfect areas by spraying or dusting chemical solutions, powders or gases, to remove infestations. ",6. Return to sites to examine traps and the continued presence of pests.,"7. Dispose of dead and captured animals, and handle and store pesticides, following the correct procedures.","8. Clean the work site after the completion of job, and proof the area to stop pests returning.",9. Advise property owners on courses of action to prevent the return of pests.,"10. Liaise with environmental health officers, housing officers and other relevant authorities where measures on a large scale are required to remove pests.",11. Record work activities performed and complete reports. ,
Veterinarian,"Veterinarians diagnose and treat sickness, disease and injury in all types of animals, and advise on preventative action. ","1. Examine animals to detect and determine the nature of diseases, disorders or injuries. ","2. Carry out diagnostic tests, such as x-rays, blood samples and ultrasound, and interpret the results.","3. Treat sick or injured animals, e.g. by prescribing and administering medication, setting bones, dressing wounds, or administering anaesthetics and performing surgery. ","4. Perform routine medical tests and checks, and inoculate animals against various diseases such as rabies and distemper. ",5. Euthanise animals.,"6. Advise animal owners regarding sanitary measures, feeding and general care necessary to promote  the health of animals. ","7. Educate the public, e.g. about diseases that can be spread from animals to humans. ",8. Train and supervise workers who handle and care for animals. ,"9. Inspect hygiene and care standards in animal quarters, e.g. farms, zoos, kennels, riding stables, pet shops, cattle markets, animal shows and sporting events.","10. Maintain records, and provide reports and certificates in compliance with current legislation.","11. Manage practice finances, marketing and staff recruitment.",12. Conduct research in animal health and related areas.
Vocational education teacher,Vocational education teachers teach or instruct subjects at in vocational education.,"1. Prepare course programs, course materials, exams etc.","2. Prepare meetings with students (e.g. lectures, demonstrations, seminars, laboratory sessions). ",3. Determine training needs of students and adjust the approach accordingly.,"4. Guide on-the-job training, training sessions and internships.","5. Instruct students individually and in groups, using various teaching methods (e.g. lectures, discussions, demonstrations, supervised practices).",6. Establish and enforce rules of behaviour and procedures for maintaining order among the students.,"7. Grade students’ work, such as exams, assignments and papers.",8. Evaluate and report on student’ performance and behaviour.,"9. Keep abreast of developments in their field, e.g. by reading current literature, talking with colleagues and participating in professional conferences.",10. Participate in staff meetings.,11. Confer with work organisations to establish internships.,"12. Evaluate and, if necessary, revise curricula, course content, course materials, methods of instruction, etc."
Waiter or waitress,"Waiters or waitresses take orders, serve food and beverages to customers, prepare checks and handle payments in dining establishments, e.g. restaurants, hotels and clubs.  ","1. Set tables, e.g. with clean linen, cutlery, crockery and glasses.",2. Welcome and seat customers and hand menus to them.,"3. Inform customers about daily specials, answer questions about menu and make recommendations upon request. ",4. Take food and beverage orders from customers. ,"5. Memorise, write down or enter customers’ orders into computers, and pass orders to kitchen and bar staff. ",6. Serve food and beverages to customers.,7. Prepare or serve specialty dishes at tables as required. ,8. Check with customers that they are contented and handle any problems. ,"9. Prepare bills, present them to customers and handle money or credit card payments.","10. Prepare the restaurant for special events (e.g. weddings), by getting tables, chairs, glasses, etc. ready.","11. Clear and clean tables or counters, e.g. by carrying plates, glasses and cutlery to the kitchen for washing up.",
